"objid","gefaess_id","bemerkung","gefaesstyp","auspraegung_1","auspraegung_2","auspraegung_3","auspraegung_4","auspraegung_5","dimension","ort","region","saison","gefaesstyp_txt","auspraegung_1_txt","auspraegung_2_txt","auspraegung_3_txt","auspraegung_4_txt","auspraegung_5_txt","region_txt","saison_txt","dimension_txt","geometry"
"112","85","","4","17","1","1","1","1","2","Widmerstrasse 93","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2682539.8 1243229.4)"
"113","86","","4","17","1","1","1","1","2","Nidelbadstrasse 70","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2682835 1243029.9)"
"114","88","","4","17","9","1","1","1","2","Kalchbühlstrasse 156","1","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2682949.8 1243027)"
"115","89","","4","17","1","1","1","1","2","Talweg","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2683147.8 1243084.2)"
"116","90","","4","17","9","3","1","1","2","Talweg 160","1","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2683075.2 1243179.2)"
"117","91","","4","17","9","3","1","1","2","Talweg 160","1","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2683053 1243163.2)"
"118","92","","4","17","9","3","1","1","2","Talweg / Rolliweg","1","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2682911 1243217.9)"
"119","93","","4","17","9","3","1","1","2","Rolliweg","1","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2682811.8 1243354)"
"120","94","","4","17","1","1","1","1","2","Kalchbühlstrasse 91","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2682711 1243473.2)"
"121","95","","4","17","1","1","1","1","2","Eggpromenade","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2682750.5 1243672.1)"
"122","96","","3","3","1","1","1","1","0","Honeggerweg","1","0","Dispenser","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","unbekannt","POINT (2682759.8 1243653.1)"
"123","97","","4","17","1","1","1","1","2","Haltestelle Seerose","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2683096.2 1243674.2)"
"124","101","","4","17","1","1","1","1","2","Haltestelle Stadtgrenze","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2683366.8 1243245.5)"
"125","99","","4","17","1","1","1","1","2","Seestrasse 559","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2683302.5 1243305.1)"
"126","100","","4","17","1","1","1","1","2","Seestrasse 559","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2683288.2 1243321.9)"
"127","102","","4","17","1","1","1","1","2","Haltestelle Stadtgrenze","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2683353.5 1243284.5)"
"128","103","","4","7","9","3","1","1","2","Forellenweg","1","0","Zuerikuebel","Generation_4","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2683200.5 1243638.4)"
"129","104","","4","7","1","1","1","1","2","Forellenweg 9","1","0","Zuerikuebel","Generation_4","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2683176.2 1243676.2)"
"130","105","","4","7","1","1","1","1","2","Seestrasse 473","1","0","Zuerikuebel","Generation_4","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2683180 1243744.6)"
"131","106","","5","12","10","1","1","1","4","Bootssteg Seerose","1","0","Abfallhai","Sackrollenhalter","Klappe_Gamma","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2683200.8 1243753.9)"
"132","107","","5","12","10","1","1","1","4","Bootssteg Seerose","1","0","Abfallhai","Sackrollenhalter","Klappe_Gamma","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2683208 1243729.1)"
"133","108","","5","12","10","1","1","1","4","Bootssteg Seerose","1","0","Abfallhai","Sackrollenhalter","Klappe_Gamma","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2683217.2 1243702.9)"
"134","109","","5","12","10","1","1","1","4","Bootssteg Seerose","1","0","Abfallhai","Sackrollenhalter","Klappe_Gamma","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2683224.8 1243675.6)"
"135","110","","5","12","10","1","1","1","4","Restaurant Seerose","1","0","Abfallhai","Sackrollenhalter","Klappe_Gamma","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2683257.2 1243618.8)"
"136","111","","4","17","1","1","1","1","2","Seestrasse 471","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2683094 1243736)"
"137","112","","4","17","1","1","1","1","2","Haltestelle Manegg","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681728.2 1243487.8)"
"138","113","","4","17","1","1","1","1","2","Haltestelle Manegg","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681759 1243451.9)"
"139","115","","4","17","9","3","1","1","2","Spulerweg","1","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681615.5 1243520.4)"
"140","117","","4","17","1","1","1","1","2","Haltestelle Frymannstrasse","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681624 1243301.2)"
"141","24","","5","8","12","1","1","1","4","VBZ Geeringstrasse","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2678675 1251783.9)"
"142","118","","4","17","1","1","1","1","2","Haltestelle Bahnhof Leimbach","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681607.2 1243040)"
"143","119","","4","17","1","1","1","1","2","Haltestelle Bahnhof Leimbach","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681615.8 1243052.9)"
"144","120","","4","17","1","1","1","1","2","Haltestelle Marbachweg","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681408.8 1242737.9)"
"145","121","","4","17","1","1","1","1","2","Haltestelle Marbachweg","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681393.8 1242745.1)"
"146","122","","4","17","9","1","1","1","2","Tuschgenweg 107","1","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681369 1242900.5)"
"147","123","","4","17","9","3","1","1","2","Kleeweidstrasse 38","1","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681193.8 1242687.8)"
"148","124","","4","17","9","1","1","1","2","Kleeweidstrasse 86","1","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681062.2 1242652)"
"149","125","","4","17","9","3","1","1","2","Stotzstrasse","1","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681120 1242830.2)"
"150","126","","4","17","9","3","1","1","2","Maneggpromenade 80","1","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681297.2 1243098.6)"
"151","127","","5","11","1","1","1","1","4","GZ Leimbach","1","0","Abfallhai","Innenkuebel","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2681292.5 1243171.6)"
"152","128","","5","11","1","1","1","1","4","GZ Leimbach","1","0","Abfallhai","Innenkuebel","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2681297.2 1243190)"
"153","129","","4","17","9","1","1","1","2","Frymannstrasse 74","1","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681291 1243395.2)"
"154","130","","4","17","1","1","1","1","2","Leimbacherstrasse 93","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681467.2 1242860)"
"155","132","","4","17","1","1","1","1","2","Haltestelle Bahnhof Leimbach","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681625.2 1243032.8)"
"156","133","","4","17","1","1","1","1","2","Haltestelle Frymannstrasse","1","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681692 1243225.5)"
"157","134","","4","7","1","1","1","1","2","Witellikerstrasse 68","1","0","Zuerikuebel","Generation_4","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2686099.8 1244865.6)"
"158","135","","0","3","1","1","1","1","0","Witellikerstrasse 60","1","0","Robidog","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","unbekannt","POINT (2686075.5 1244902.8)"
"159","136","","0","3","1","1","1","1","0","Wasserversorgung Zürich","1","0","Robidog","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","unbekannt","POINT (2685746 1244933.1)"
"160","137","","0","3","1","1","1","1","0","Enzenbühlstrasse","1","0","Robidog","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","unbekannt","POINT (2685689.5 1244865.9)"
"161","138","","4","7","1","1","1","1","2","Haltestelle Im Walder","1","0","Zuerikuebel","Generation_4","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2685798.2 1244765.2)"
"162","139","","4","7","1","1","1","1","2","Bleulerstrasse","1","0","Zuerikuebel","Generation_4","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2685592.5 1244744.4)"
"163","140","","0","3","1","1","1","1","0","Enzenbühlstrasse","1","0","Robidog","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","unbekannt","POINT (2685601.2 1244837.1)"
"164","141","","4","7","1","1","1","1","2","Haltestelle Epilepsie","1","0","Zuerikuebel","Generation_4","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2685561.5 1244820.9)"
"165","142","","0","3","1","1","1","1","0","Bleulerstrasse 70","1","0","Robidog","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","unbekannt","POINT (2685528.2 1244829)"
"166","143","","4","1","1","1","1","1","1","Bootsstege bei Gewässerschutzpolizei","1","0","Zuerikuebel","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L35","POINT (2684882.2 1244590.9)"
"167","144","","4","1","1","1","1","1","1","Bootsstege bei Gewässerschutzpolizei","1","0","Zuerikuebel","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L35","POINT (2684887.8 1244535.1)"
"168","145","","4","1","1","1","1","1","1","Bootsstege bei Gewässerschutzpolizei","1","0","Zuerikuebel","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L35","POINT (2684912.5 1244509.8)"
"169","146","","4","1","1","1","1","1","1","Bootsstege bei Gewässerschutzpolizei","1","0","Zuerikuebel","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L35","POINT (2684937.2 1244486.4)"
"170","147","","4","1","1","1","1","1","1","Bootsstege bei Gewässerschutzpolizei","1","0","Zuerikuebel","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L35","POINT (2684964.8 1244498.9)"
"171","148","","0","3","1","1","1","1","0","Bellerivestrasse 260","1","0","Robidog","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","unbekannt","POINT (2684923.5 1244733.8)"
"172","149","","5","12","1","1","1","1","4","Park Tiefenbrunnen","1","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2684826.5 1244826.6)"
"173","150","","5","12","1","1","1","1","4","Park Tiefenbrunnen","1","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2684842 1244851.8)"
"174","151","","5","12","1","1","1","1","4","Park Tiefenbrunnen","1","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2684794.5 1244867.2)"
"175","152","","5","8","9","12","1","1","4","Park Tiefenbrunnen","1","0","Abfallhai","Ascher","Dispenser_Dog","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2684825.2 1244886)"
"176","153","","5","12","1","1","1","1","4","Haltestelle Bahnhof Tiefenbrunnen","1","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2684809.2 1244912.6)"
"177","360","","5","12","1","1","1","1","4","Seeanlage","1","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2684110.2 1245247.1)"
"178","361","","6","14","1","1","1","1","0","Seeanlage","1","0","Unterflur","Walzinger","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","unbekannt","POINT (2684121.8 1245292.6)"
"179","362","","7","16","1","1","1","1","8","Seeanlage","1","2","Container","Stahl","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","Sommer","L800","POINT (2684096.5 1245291.1)"
"180","363","","5","12","1","1","1","1","4","Seeanlage","1","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2684076.8 1245260.8)"
"181","364","","6","14","1","1","1","1","0","Seeanlage","1","0","Unterflur","Walzinger","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","unbekannt","POINT (2684061.5 1245290.8)"
"182","365","","6","13","1","1","1","1","0","Seeanlage","1","0","Unterflur","Clean_City","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","unbekannt","POINT (2684127.2 1245386)"
"183","366","","6","13","1","1","1","1","0","Seeanlage","1","0","Unterflur","Clean_City","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","unbekannt","POINT (2684135 1245398)"
"184","367","","2","3","1","1","1","1","0","Seeanlage","1","0","Bravo","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","unbekannt","POINT (2684129.5 1245422.5)"
"185","368","","7","16","1","1","1","1","8","Seeanlage","1","2","Container","Stahl","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","Sommer","L800","POINT (2684117.5 1245431.9)"
"186","369","","6","13","1","1","1","1","0","Seeanlage","1","0","Unterflur","Clean_City","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","unbekannt","POINT (2684107 1245452.1)"
"187","371","","4","7","1","1","1","1","2","Seeanlage","1","0","Zuerikuebel","Generation_4","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2684059.2 1245347.9)"
"188","372","","7","16","1","1","1","1","8","Seeanlage","1","2","Container","Stahl","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","Sommer","L800","POINT (2684054.2 1245379.8)"
